# (exp((0 - (a * (x ^ 2)))) * sin(x))
# x	f(x)	f'(x)
1.50000000	0.034132401467	-0.151175312666
1.55000000	0.027215564116	-0.125986307766
1.60000000	0.021484436539	-0.103752898279
1.65000000	0.016791375359	-0.084450034632
1.70000000	0.012992667469	-0.067950708432
1.75000000	0.009952876604	-0.054055535437
1.80000000	0.007547790376	-0.042518994203
1.85000000	0.005666154899	-0.033071602954
1.90000000	0.004210408762	-0.025437754440
1.95000000	0.003096632944	-0.019349278898
2.00000000	0.002253922976	-0.014555062733
2.05000000	0.001623368695	-0.010827218395
2.10000000	0.001156799644	-0.007964389494
2.15000000	0.000815424163	-0.005792798446
2.20000000	0.000568460318	-0.004165617965
2.25000000	0.000391829142	-0.002961188065
2.30000000	0.000266956478	-0.002080521167
2.35000000	0.000179709785	-0.001444451026
2.40000000	0.000119480590	-0.000990695535
2.45000000	0.000078411821	-0.000671025184
2.50000000	0.000050761351	-0.000448661721
2.55000000	0.000032388301	-0.000295977077
2.60000000	0.000020346222	-0.000192520905
2.65000000	0.000012566681	-0.000123375128
2.70000000	0.000007617350	-0.000077814148
2.75000000	0.000004520118	-0.000048237742
2.80000000	0.000002616534	-0.000029338417
2.85000000	0.000001469837	-0.000017464148
2.90000000	0.000000794741	-0.000010139591
2.95000000	0.000000407894	-0.000005712709
3.00000000	0.000000193470	-0.000003098467
3.05000000	0.000000079656	-0.000001596089
3.10000000	0.000000022832	-0.000000760951
3.15000000	-0.000000002889	-0.000000316301
3.20000000	-0.000000012458	-0.000000093458
3.25000000	-0.000000014235	0.000000007996
3.30000000	-0.000000012699	0.000000046224
3.35000000	-0.000000010115	0.000000053825
3.40000000	-0.000000007530	0.000000048317
3.45000000	-0.000000005351	0.000000038586
3.50000000	-0.000000003672	0.000000028752
3.55000000	-0.000000002450	0.000000020431
3.60000000	-0.000000001597	0.000000014009
3.65000000	-0.000000001020	0.000000009337
3.70000000	-0.000000000640	0.000000006076
3.75000000	-0.000000000395	0.000000003873
3.80000000	-0.000000000240	0.000000002424
3.85000000	-0.000000000144	0.000000001492
3.90000000	-0.000000000085	0.000000000904
3.95000000	-0.000000000050	0.000000000540
4.00000000	-0.000000000029	0.000000000318
4.05000000	-0.000000000016	0.000000000185
4.10000000	-0.000000000009	0.000000000106
4.15000000	-0.000000000005	0.000000000060
4.20000000	-0.000000000003	0.000000000034
4.25000000	-0.000000000002	0.000000000019
4.30000000	-0.000000000001	0.000000000010
4.35000000	-0.000000000000	0.000000000006
4.40000000	-0.000000000000	0.000000000003
4.45000000	-0.000000000000	0.000000000002
4.50000000	-0.000000000000	0.000000000001
4.55000000	-0.000000000000	0.000000000000
4.60000000	-0.000000000000	0.000000000000
4.65000000	-0.000000000000	0.000000000000
4.70000000	-0.000000000000	0.000000000000
4.75000000	-0.000000000000	0.000000000000
4.80000000	-0.000000000000	0.000000000000
4.85000000	-0.000000000000	0.000000000000
4.90000000	-0.000000000000	0.000000000000
4.95000000	-0.000000000000	0.000000000000
5.00000000	-0.000000000000	0.000000000000
5.05000000	-0.000000000000	0.000000000000
5.10000000	-0.000000000000	0.000000000000
5.15000000	-0.000000000000	0.000000000000
5.20000000	-0.000000000000	0.000000000000
5.25000000	-0.000000000000	0.000000000000
5.30000000	-0.000000000000	0.000000000000
5.35000000	-0.000000000000	0.000000000000
5.40000000	-0.000000000000	0.000000000000
5.45000000	-0.000000000000	0.000000000000
5.50000000	-0.000000000000	0.000000000000
5.55000000	-0.000000000000	0.000000000000
5.60000000	-0.000000000000	0.000000000000
5.65000000	-0.000000000000	0.000000000000
5.70000000	-0.000000000000	0.000000000000
5.75000000	-0.000000000000	0.000000000000
5.80000000	-0.000000000000	0.000000000000
5.85000000	-0.000000000000	0.000000000000
5.90000000	-0.000000000000	0.000000000000
5.95000000	-0.000000000000	0.000000000000
6.00000000	-0.000000000000	0.000000000000
6.05000000	-0.000000000000	0.000000000000
6.10000000	-0.000000000000	0.000000000000
6.15000000	-0.000000000000	0.000000000000
6.20000000	-0.000000000000	0.000000000000
6.25000000	-0.000000000000	0.000000000000
6.30000000	0.000000000000	0.000000000000
6.35000000	0.000000000000	-0.000000000000
6.40000000	0.000000000000	-0.000000000000
6.45000000	0.000000000000	-0.000000000000
6.50000000	0.000000000000	-0.000000000000
